-3.000834e+02	5.945219e-315	0.000000e+00
-3.000102e+02	1.246997e-314	0.000000e+00
-2.999370e+02	2.021011e-314	0.000000e+00
-2.998638e+02	2.991960e-314	0.000000e+00
-2.997906e+02	4.254371e-314	0.000000e+00
-2.997174e+02	5.931079e-314	0.000000e+00
-2.996442e+02	8.185141e-314	0.000000e+00
-2.995710e+02	1.123565e-313	0.000000e+00
-2.994978e+02	1.537895e-313	0.000000e+00
-2.994246e+02	2.101736e-313	0.000000e+00
-2.993514e+02	2.869811e-313	0.000000e+00
-2.992782e+02	3.916629e-313	0.000000e+00
-2.992050e+02	5.343691e-313	0.000000e+00
-2.991318e+02	7.289302e-313	0.000000e+00
-2.990586e+02	9.941933e-313	0.000000e+00
-2.989854e+02	1.355843e-312	0.000000e+00
-2.989122e+02	1.848878e-312	0.000000e+00
-2.988390e+02	2.520994e-312	0.000000e+00
-2.987658e+02	3.437175e-312	0.000000e+00
-2.986926e+02	4.685965e-312	0.000000e+00
-2.986194e+02	6.387995e-312	0.000000e+00
-2.985462e+02	8.707601e-312	0.000000e+00
-2.984730e+02	1.186864e-311	0.000000e+00
-2.983998e+02	1.617604e-311	0.000000e+00
-2.983266e+02	2.204511e-311	0.000000e+00
-2.982534e+02	3.004146e-311	0.000000e+00
-2.981802e+02	4.093535e-311	0.000000e+00
-2.981070e+02	5.577567e-311	0.000000e+00
-2.980338e+02	7.599060e-311	0.000000e+00
-2.979606e+02	1.035246e-310	0.000000e+00
-2.978874e+02	1.410251e-310	0.000000e+00
-2.978142e+02	1.920957e-310	0.000000e+00
-2.977410e+02	2.616423e-310	0.000000e+00
-2.976678e+02	3.563419e-310	0.000000e+00
-2.975946e+02	4.852825e-310	0.000000e+00
-2.975214e+02	6.608321e-310	0.000000e+00
-2.974482e+02	8.998217e-310	0.000000e+00
-2.973750e+02	1.225154e-309	0.000000e+00
-2.973018e+02	1.667990e-309	0.000000e+00
-2.972286e+02	2.270727e-309	0.000000e+00
-2.971554e+02	3.091045e-309	0.000000e+00
-2.970822e+02	4.207407e-309	0.000000e+00
-2.970090e+02	5.726542e-309	0.000000e+00
-2.969358e+02	7.793618e-309	0.000000e+00
-2.968626e+02	1.060607e-308	0.000000e+00
-2.967894e+02	1.443241e-308	0.000000e+00
-2.967162e+02	1.963775e-308	0.000000e+00
-2.966430e+02	2.671859e-308	0.000000e+00
-2.965698e+02	3.634996e-308	0.000000e+00
-2.964966e+02	4.944965e-308	0.000000e+00
-2.964234e+02	6.726532e-308	0.000000e+00
-2.963502e+02	9.149302e-308	0.000000e+00
-2.962770e+02	1.244381e-307	0.000000e+00
-2.962038e+02	1.692341e-307	0.000000e+00
-2.961306e+02	2.301393e-307	0.000000e+00
-2.960574e+02	3.129411e-307	0.000000e+00
-2.959842e+02	4.255034e-307	0.000000e+00
-2.959110e+02	5.785119e-307	0.000000e+00
-2.958378e+02	7.864848e-307	0.000000e+00
-2.957646e+02	1.069146e-306	0.000000e+00
-2.956914e+02	1.453291e-306	0.000000e+00
-2.956182e+02	1.975317e-306	0.000000e+00
